Input Name,Place Name,Address,Price Level,Types,Category,Website,Phone Number,Rating,Review Count,Opening Hours,Email,POS System,Loyalty Programs,Reservation Platform,Review Text,Review Author,Review Rating,Popular Dish/Drink,Intro Email Blurb
Daisy Dukes Honky Tonk,Daisy Dukes Honky Tonk,"47 Stone St, New York, NY 10004, USA",,"bar, point_of_interest, establishment",BB3,https://daisydukesnyc.com/,(917) 400-8148,4.1,18,"Monday: Closed, Tuesday: Closed, Wednesday: 4:00 PM – 12:00 AM, Thursday: 4:00 PM – 2:00 AM, Friday: 4:00 PM – 2:00 AM, Saturday: 2:00 PM – 2:00 AM, Sunday: Closed",info@daisydukesnyc.com,,inKind,OpenTable,"Had a great time at Daisy Duke’s on Thursday night! The drinks are awesome, bartender Johny is so sweet and funny! Their kitchen is open late, make sure to try the fried chicken sliders! And the live band was fantastic too! Five stars all around",Yana Lall,5,espresso martini,"Here is a draft email intro describing an experience with friends at Daisy Dukes Honky Tonk:

Last Saturday I met up with a group of friends at Daisy Dukes Honky Tonk for a fun night out. We ordered espresso martinis and enjoyed the welcoming, lively atmosphere and fantastic country band."
Blue Ribbon Sushi,Blue Ribbon Sushi,"119 Sullivan St, New York, NY 10012, USA",2,"restaurant, food, point_of_interest, establishment",BB1,https://www.blueribbonsushi119.com/,(212) 343-0404,4.6,1687,"Monday: 12:00 PM – 12:00 AM, Tuesday: 12:00 PM – 12:00 AM, Wednesday: 12:00 PM – 12:00 AM, Thursday: 12:00 PM – 1:00 AM, Friday: 12:00 PM – 1:00 AM, Saturday: 12:00 PM – 1:00 AM, Sunday: 12:00 PM – 12:00 AM",,,,,"Writing this review right at the restaurant after service. This sushi place is truly special. We had the bonsai tree and crispy rice for appetizer. The bonsai tree was sublime in all respects, looked gorgeous and was so delicate in taste. The crispy rice was just amazing. Next we shared the sushi deluxe and all of them were mind blowing as well - so buttery and tasty! We ended with matcha crème brûlée and gosh it was so so scrumptious. Highly recommend this place!",Rajarshi Das,5,Sushi Deluxe Platter,"Here is a draft email intro describing my experience:

My friends and I had such a lovely time trying the Sushi Deluxe Platter at Blue Ribbon Sushi last week. The cozy atmosphere and stellar service made for a wonderful evening out together."
Lil Chef Mama,Lil Chef Mama,"27 Cliff St, New York, NY 10038, USA",2,"restaurant, point_of_interest, food, establishment",BB1,https://www.lilchefmama.com/,(646) 964-5555,4.5,472,"Monday: Closed, Tuesday: 11:30 AM – 3:30 PM, 5:30 – 10:00 PM, Wednesday: 11:30 AM – 3:30 PM, 5:30 – 10:00 PM, Thursday: 11:30 AM – 3:30 PM, 5:30 – 10:00 PM, Friday: 11:30 AM – 3:30 PM, 5:30 – 10:00 PM, Saturday: 11:30 AM – 3:30 PM, 5:30 – 10:00 PM, Sunday: 11:30 AM – 9:30 PM",,,,,"Truly a delightful restaurant! Very underrated. Food was AMAZING, service was OUTSTANDING, atmosphere was COZY. 100% recommend the food! You will not be disappointed. Both our appetizers and entrees were fabulous. The chicken skewered and pork dumplings apps were fabulous!",Megan Stewart,5,pork dumplings,"Last weekend a group of friends and I had dinner at Lil Chef Mama. We ordered the pork dumplings to start and really enjoyed the cozy, welcoming atmosphere."
Farida,FARIDA - Finest World Dishes,"32 Cedar St, New York, NY 10005, USA",2,"meal_takeaway, meal_delivery, restaurant, point_of_interest, food, establishment",BB1,https://www.farida.us/,(646) 650-3272,4.6,1390,"Monday: 11:00 AM – 12:00 AM, Tuesday: 11:00 AM – 12:00 AM, Wednesday: 11:00 AM – 12:00 AM, Thursday: 11:00 AM – 12:00 AM, Friday: 11:00 AM – 12:00 AM, Saturday: 10:00 AM – 12:00 AM, Sunday: 10:00 AM – 11:00 PM",,,,,"Incredible food, service and atmosphere and i don’t say that often. Food was very different and incredible. Our server made a few suggestions that definitely added to the taste. Service was amazing. Honestly couldn’t possibly ask for anything more.",Emily Boudreaux,5,Mojito,"Here is a draft personal-sounding email intro about my experience at the restaurant:

My friends and I had such a lovely time trying the Mojitos at Farida last week - the cozy booths and attentive service made for a wonderful evening out."
Pearl Diner,Pearl Diner,"212 Pearl St, New York, NY 10038, USA",1,"restaurant, point_of_interest, food, establishment",BB1,http://pearldiner.com/,(212) 344-6620,4,1233,"Monday: 8:00 AM – 4:00 PM, Tuesday: 8:00 AM – 4:00 PM, Wednesday: 8:00 AM – 4:00 PM, Thursday: 8:00 AM – 4:00 PM, Friday: 8:00 AM – 4:00 PM, Saturday: 8:00 AM – 1:45 PM, Sunday: 8:00 AM – 1:45 PM",,,,,"So I’ve been dying to go to this classic diner, and my wife and I finally had the chance to experience this great place! And they didn’t let us down! Firstly, let me just say that Julie (our server) was the star of the show! She’s been there for 22 years, though with her wonderful personality, you’d think she just started working there! The food was amazingly delicious! My over-easy eggs were cooked perfectly, and the corned beef hash was delectable! Home fries were on point, and make sure to order their soft, melt-in-your-mouth pancakes too! Last but not least, what drew me to this diner in the first place was the quaint, unique atmosphere! I love, LOVE classic diners and their classic decor, and this had all the charm you’d expect from a place that’s decades old! We’ll definitely be back many a time! See you soon Julie",Francisco Gutiérrez,5,omelette,"Here is a draft personal-sounding email intro describing a fun experience I had with friends at the diner:

Last weekend I met up with a few close friends at the Pearl Diner downtown - we had the best time catching up over fluffy omelettes and unlimited coffee refills."
Hole in the Wall,Hole In The Wall - Williamsburg,"292 Bedford Ave, Brooklyn, NY 11249, USA",2,"restaurant, night_club, cafe, bar, point_of_interest, store, food, establishment",BB3,https://holeinthewallnyc.com/williamsburg-1,(929) 295-8361,4.8,1546,"Monday: 9:00 AM – 9:00 PM, Tuesday: 9:00 AM – 10:30 PM, Wednesday: 9:00 AM – 10:30 PM, Thursday: 9:00 AM – 11:00 PM, Friday: 9:00 AM – 12:00 AM, Saturday: 9:00 AM – 12:00 AM, Sunday: 9:00 AM – 9:00 PM",info@holeinthewallnyc.com,Toast,inKind,Resy,"Hole In The Wall in Brooklyn delivers a delightful dining experience, and their Spicy Shrimp Rigatoni is a true standout. The dish features perfectly cooked rigatoni, paired with succulent shrimp that packs just the right amount of heat. The sauce is rich and creamy, with a spicy kick that lingers without overpowering the natural sweetness of the shrimp. The flavors are balanced, and every bite is a perfect blend of heat, creaminess, and savory goodness. It’s a must-try for anyone visiting this cozy spot in Brooklyn! Our server Sil was amazing and very knowledgeable.",J. H.,5,Spicy Shrimp Rigatoni,Last weekend my friends and I checked out Hole In The Wall in Brooklyn for dinner. We really enjoyed the cozy ambiance and our server Abby was so friendly!
Harry’s,Harry's Italian,"2 Gold St, New York, NY 10038, USA",2,"restaurant, food, point_of_interest, establishment",BB1,http://www.harrysitalian.com/,(212) 747-0797,4.2,1205,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:30 PM, Friday: 11:00 AM – 10:30 PM, Saturday: 11:00 AM – 10:30 PM, Sunday: 11:00 AM – 10:00 PM",danny@harrysitalian.com,,,,"We were at Brooklyn bridge and wanted to look for place to eat and celebrate new year on the new year eve.
Found this place through google.

Food was delicious, service is good.
I especially love the pasta…

We had a good time there and very happy.

We paid total about US$190 for 4 pax ( 20% tips on NYE)
I don’t know how the final bill came up to be $190 vs $183 though…",Vee 祐宁 L,5,"Based on the reviews, the most popular/most-mentioned dish seems to be pasta. Multiple reviews mention pasta dishes like fettuccine alfredo, chicken arrabiata, and lasagne. There are also mentions of pizza, but pasta is mentioned more often across the reviews.

Therefore, the name of the most popular dish is:

pasta","Here is a draft personal email intro describing my experience:

My friends and I had a lovely time trying the pasta dishes at Harry's Italian last week. The service was excellent and the ambiance made us feel right at home."
Harry’s,Harry's Italian,"2 Gold St, New York, NY 10038, USA",2,"restaurant, food, point_of_interest, establishment",BB1,http://www.harrysitalian.com/,(212) 747-0797,4.2,1205,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:30 PM, Friday: 11:00 AM – 10:30 PM, Saturday: 11:00 AM – 10:30 PM, Sunday: 11:00 AM – 10:00 PM",info@harrysitalian.com,,,,"We were at Brooklyn bridge and wanted to look for place to eat and celebrate new year on the new year eve.
Found this place through google.

Food was delicious, service is good.
I especially love the pasta…

We had a good time there and very happy.

We paid total about US$190 for 4 pax ( 20% tips on NYE)
I don’t know how the final bill came up to be $190 vs $183 though…",Vee 祐宁 L,5,"Based on the reviews, the most popular/most-mentioned dish seems to be pasta. Multiple reviews mention pasta dishes like fettuccine alfredo, chicken arrabiata, and lasagne. There are also mentions of pizza, but pasta is mentioned more often across the reviews.

Therefore, the name of the most popular dish is:

pasta","Here is a draft personal email intro describing my experience:

My friends and I had a lovely time trying the pasta dishes at Harry's Italian last week. The service was excellent and the ambiance made us feel right at home."
Kesté,Kesté Pizza e Vino,"77 Fulton St, New York, NY 10038, USA",2,"meal_delivery, bar, meal_takeaway, restaurant, food, point_of_interest, establishment",BB2,https://kestepizzeria.com/,(212) 243-1500,4.6,2892,"Monday: 11:00 AM – 9:30 PM, Tuesday: 11:00 AM – 9:30 PM, Wednesday: 11:00 AM – 9:30 PM, Thursday: 11:00 AM – 9:30 PM, Friday: 11:00 AM – 10:30 PM, Saturday: 11:00 AM – 10:30 PM, Sunday: 11:00 AM – 9:30 PM",info@kestepizzeria.com,,,,My travel partner has to have gluten free and Kesté's gluten free pizza crust was so delicious! The atmosphere and service was spot on. Water was filled in an appropriate time frame and our waiter was friendly and very professional. We got our pizza very quickly. We enjoyed our experience here and recommend it to others!,Heather S,5,"Based on the reviews, the most popular/most-mentioned dish or drink is pizza. Multiple reviewers mentioned or discussed gluten-free pizza specifically, but pizza in general seemed to be the primary focus of most of the reviews.","Here is a personal-sounding email intro describing an experience I had with friends at Kesté Pizza e Vino, without mentioning any romantic relationships:

Last weekend my friends and I enjoyed some delicious gluten-free pizza at Kesté Pizza e Vino. We loved the cozy ambiance and our server was very friendly."
Schilling,Schilling Restaurant & Bar,"109 Washington St, New York, NY 10006, USA",3,"bar, restaurant, food, point_of_interest, establishment",BB3,https://www.schillingnyc.com/,(212) 406-1200,4.4,568,"Monday: 12:00 – 3:00 PM, 5:00 – 9:00 PM, Tuesday: 12:00 – 3:00 PM, 5:00 – 9:00 PM, Wednesday: 12:00 – 3:00 PM, 5:00 – 9:00 PM, Thursday: 12:00 – 3:00 PM, 5:00 – 9:00 PM, Friday: 12:00 – 3:00 PM, 5:00 – 10:00 PM, Saturday: 5:00 – 10:00 PM, Sunday: Closed",eat@schillingnyc.com,,,OpenTable,"We were looking for a different place to have lunch near the hotel we were staying. Very cozy atmosphere. We have tried the trout dip and the salmon, both delicious!! At the end we have the apple strudel, so yummy! Next time we would like to have The Schnitzel plate. We do not recommend to sit in the middle row if you want to enjoy more your time there 😘",Celeste González,5,Schnitzel,"Here is a draft personal email intro about my experience at Schilling Restaurant & Bar with friends:

Last night I met up with a few friends at this charming Austrian place called Schilling in FiDi - we loved the cozy, welcoming vibe and I couldn't get enough of their schnitzel and apple strudel!"
Felice 15,Felice 15 Gold,"15 Gold St, New York, NY 10038, USA",2,"bar, restaurant, food, point_of_interest, store, establishment",BB3,https://www.felicerestaurants.com/felice-15-gold-street/,(212) 785-5950,4.5,981,"Monday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Tuesday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Wednesday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Thursday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Friday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Saturday: 8:00 – 11:30 AM, 12:00 – 10:00 PM, Sunday: 8:00 – 11:30 AM, 12:00 – 10:00 PM",felice64@felicerestaurants.com,,,Resy,"Nadira - Thank you.

Our first visit was a casual lunch where we were blown away by the quality of the food and especially the dessert. Because of that, we went the second time for our 3rd anniversary dinner!

Even though the dessert menu changed, the food and vibes still didn't disappoint us. To top it all, Nadira was fab to not just make us comfortable, check if the dessert could be  still available but even got a surprise for our anniversary. I haven't seen such customer service in many other places.

This is one of my go to places now. Will return soon!",Atishay Jand,5,arancini,"Here is a draft personal email intro based on your experience at Felice 15 Gold:

My friends and I recently tried the arancini at Felice 15 Gold. We loved the cozy window seats and friendly service."
Felice 15,Felice 15 Gold,"15 Gold St, New York, NY 10038, USA",2,"bar, restaurant, food, point_of_interest, store, establishment",BB3,https://www.felicerestaurants.com/felice-15-gold-street/,(212) 785-5950,4.5,981,"Monday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Tuesday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Wednesday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Thursday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Friday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Saturday: 8:00 – 11:30 AM, 12:00 – 10:00 PM, Sunday: 8:00 – 11:30 AM, 12:00 – 10:00 PM",felice56@felicerestaurants.com,,,Resy,"Nadira - Thank you.

Our first visit was a casual lunch where we were blown away by the quality of the food and especially the dessert. Because of that, we went the second time for our 3rd anniversary dinner!

Even though the dessert menu changed, the food and vibes still didn't disappoint us. To top it all, Nadira was fab to not just make us comfortable, check if the dessert could be  still available but even got a surprise for our anniversary. I haven't seen such customer service in many other places.

This is one of my go to places now. Will return soon!",Atishay Jand,5,arancini,"Here is a draft personal email intro based on your experience at Felice 15 Gold:

My friends and I recently tried the arancini at Felice 15 Gold. We loved the cozy window seats and friendly service."
Felice 15,Felice 15 Gold,"15 Gold St, New York, NY 10038, USA",2,"bar, restaurant, food, point_of_interest, store, establishment",BB3,https://www.felicerestaurants.com/felice-15-gold-street/,(212) 785-5950,4.5,981,"Monday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Tuesday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Wednesday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Thursday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Friday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Saturday: 8:00 – 11:30 AM, 12:00 – 10:00 PM, Sunday: 8:00 – 11:30 AM, 12:00 – 10:00 PM",felice83@felicerestaurants.com,,,Resy,"Nadira - Thank you.

Our first visit was a casual lunch where we were blown away by the quality of the food and especially the dessert. Because of that, we went the second time for our 3rd anniversary dinner!

Even though the dessert menu changed, the food and vibes still didn't disappoint us. To top it all, Nadira was fab to not just make us comfortable, check if the dessert could be  still available but even got a surprise for our anniversary. I haven't seen such customer service in many other places.

This is one of my go to places now. Will return soon!",Atishay Jand,5,arancini,"Here is a draft personal email intro based on your experience at Felice 15 Gold:

My friends and I recently tried the arancini at Felice 15 Gold. We loved the cozy window seats and friendly service."
Felice 15,Felice 15 Gold,"15 Gold St, New York, NY 10038, USA",2,"bar, restaurant, food, point_of_interest, store, establishment",BB3,https://www.felicerestaurants.com/felice-15-gold-street/,(212) 785-5950,4.5,981,"Monday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Tuesday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Wednesday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Thursday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Friday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Saturday: 8:00 – 11:30 AM, 12:00 – 10:00 PM, Sunday: 8:00 – 11:30 AM, 12:00 – 10:00 PM",columbus@felicerestaurants.com,,,Resy,"Nadira - Thank you.

Our first visit was a casual lunch where we were blown away by the quality of the food and especially the dessert. Because of that, we went the second time for our 3rd anniversary dinner!

Even though the dessert menu changed, the food and vibes still didn't disappoint us. To top it all, Nadira was fab to not just make us comfortable, check if the dessert could be  still available but even got a surprise for our anniversary. I haven't seen such customer service in many other places.

This is one of my go to places now. Will return soon!",Atishay Jand,5,arancini,"Here is a draft personal email intro based on your experience at Felice 15 Gold:

My friends and I recently tried the arancini at Felice 15 Gold. We loved the cozy window seats and friendly service."
Felice 15,Felice 15 Gold,"15 Gold St, New York, NY 10038, USA",2,"bar, restaurant, food, point_of_interest, store, establishment",BB3,https://www.felicerestaurants.com/felice-15-gold-street/,(212) 785-5950,4.5,981,"Monday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Tuesday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Wednesday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Thursday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Friday: 7:30 – 11:00 AM, 11:30 AM – 10:00 PM, Saturday: 8:00 – 11:30 AM, 12:00 – 10:00 PM, Sunday: 8:00 – 11:30 AM, 12:00 – 10:00 PM",felice15@felicerestaurants.com,,,Resy,"Nadira - Thank you.

Our first visit was a casual lunch where we were blown away by the quality of the food and especially the dessert. Because of that, we went the second time for our 3rd anniversary dinner!

Even though the dessert menu changed, the food and vibes still didn't disappoint us. To top it all, Nadira was fab to not just make us comfortable, check if the dessert could be  still available but even got a surprise for our anniversary. I haven't seen such customer service in many other places.

This is one of my go to places now. Will return soon!",Atishay Jand,5,arancini,"Here is a draft personal email intro based on your experience at Felice 15 Gold:

My friends and I recently tried the arancini at Felice 15 Gold. We loved the cozy window seats and friendly service."
Port Sa’id,Port Sa’id,"88 King St, New York, NY 10014, USA",2,"restaurant, food, point_of_interest, establishment",BB1,http://portsaidnyc.com/,(212) 256-0841,4.2,267,"Monday: 5:00 – 10:00 PM, Tuesday: 5:00 – 10:00 PM, Wednesday: 5:00 – 10:00 PM, Thursday: 5:00 – 11:00 PM, Friday: 5:00 PM – 1:00 AM, Saturday: 11:00 AM – 3:00 PM, 5:00 PM – 1:00 AM, Sunday: Closed",contact@portsaidnyc.com,Toast,,Resy,"What a fun night out with friends! We started our Port journey in the listening bar before our reservation at 8:30pm. The Friday night vibes were starting off strong, as we had a couple cocktails before dinner.

The food here is the star of the show. We ordered the NY strip steak to share,  a few different veg and fish dishes. As a party of 5, there was plenty of food, and they were able to accommodate two of our guest kosher preference.

This is definitely a spot to come and hang with friends. If you like the music on a quieter side, the weekday vibe here also is great to connect with friends. I’ve been back twice on weekdays just to have the legendary bread salad ✨✨",Gustavo Campos,5,bread salad,"Here is a draft personal email intro describing my experience:

My friends and I had such a fun night out at Port Sa'id! We ordered several small plates to share including the legendary bread salad, which did not disappoint."
Frenchette,Frenchette,"241 W Broadway, New York, NY 10013, USA",3,"restaurant, food, point_of_interest, establishment",BB1,http://frenchettenyc.com/,(212) 334-3883,4.4,1119,"Monday: 12:00 – 10:00 PM, Tuesday: 12:00 – 10:00 PM, Wednesday: 12:00 – 10:00 PM, Thursday: 12:00 – 10:00 PM, Friday: 12:00 – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 9:30 PM",fete@frenchettenyc.com,Toast,,Resy,"We enjoyed a great Sunday brunch here. The dining area was comfortable and not crowded, making for a relaxing experience. The food was delicious, and the dessert was outstanding! Prices are a bit higher than average, but it was a wonderful brunch!",Lillian Yu,5,striped bass grille,"Here is a draft intro for the email based on the details provided: 

My friends and I recently enjoyed a lovely Sunday brunch at Frenchette. We ordered the popular striped bass and found the cozy atmosphere so welcoming."
Frenchette,Frenchette,"241 W Broadway, New York, NY 10013, USA",3,"restaurant, food, point_of_interest, establishment",BB1,http://frenchettenyc.com/,(212) 334-3883,4.4,1119,"Monday: 12:00 – 10:00 PM, Tuesday: 12:00 – 10:00 PM, Wednesday: 12:00 – 10:00 PM, Thursday: 12:00 – 10:00 PM, Friday: 12:00 – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 9:30 PM",info@frenchettenyc.com,Toast,,Resy,"We enjoyed a great Sunday brunch here. The dining area was comfortable and not crowded, making for a relaxing experience. The food was delicious, and the dessert was outstanding! Prices are a bit higher than average, but it was a wonderful brunch!",Lillian Yu,5,striped bass grille,"Here is a draft intro for the email based on the details provided: 

My friends and I recently enjoyed a lovely Sunday brunch at Frenchette. We ordered the popular striped bass and found the cozy atmosphere so welcoming."
Casa Carmen,Casa Carmen Flatiron,"5 W 21st St, New York, NY 10010, USA",2,"restaurant, food, point_of_interest, establishment",BB1,https://www.casacarmennyc.com/,(917) 540-5600,4.5,113,"Monday: 5:00 – 9:30 PM, Tuesday: 5:00 – 10:00 PM, Wednesday: 5:00 – 10:00 PM, Thursday: 5:00 – 11:00 PM, Friday: 5:00 – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 8:30 PM",,,,,"Authentic, delicious, impeccable service and beautiful setting.
Wont disappoint, tacos are as close I’ve had in NYC to the real deal!
The bar area is great
Became my favorite Mexican",Andrés Berl,5,mole,"Here is a personal-sounding email intro describing an experience with friends at the restaurant:

I tried the mole at Casa Carmen Flatiron last week with a few friends - we loved the warm, welcoming ambiance and exceptional service."
Square Diner,Square Diner,"33 Leonard St, New York, NY 10013, USA",2,"restaurant, food, point_of_interest, establishment",BB1,http://squarediner.com/,(212) 925-7188,4.4,1074,"Monday: 8:00 AM – 4:00 PM, Tuesday: 8:00 AM – 4:00 PM, Wednesday: 8:00 AM – 9:00 PM, Thursday: 8:00 AM – 9:00 PM, Friday: 8:00 AM – 9:00 PM, Saturday: 8:00 AM – 7:00 PM, Sunday: 8:00 AM – 6:00 PM",info@squarediner.com,,,,"Wow!! What an awesome diner!!  The owner is super nice, the restaurant is a bit tight, but they make it work, service was outstanding.

But most importantly, the food was out of this world!!  I had the California Eggs Benedict!! Fresh avocado, ham.  Was so delicious!!

We also got the avocado toast, yummy!!

Coffee was also delicious!!

Highly recommend!!",A S,5,California Eggs Benedict,"Here is a draft personal-sounding email intro describing an experience with friends at the diner:

My friends and I recently tried the cozy Square Diner and I loved their California Eggs Benedict - the fresh avocado and ham were so delicious!"
Mostrador NYC,Mostrador NYC,"77 Walker St, New York, NY 10013, USA",,"restaurant, bar, bakery, store, food, point_of_interest, establishment",BB3,http://mostradornyc.com/,,4.7,115,"Monday: 7:00 – 11:00 AM, Tuesday: 7:00 – 11:00 AM, 5:00 – 10:00 PM, Wednesday: 7:00 – 11:00 AM, 5:00 – 10:00 PM, Thursday: 7:00 – 11:00 AM, 5:00 – 10:00 PM, Friday: 7:00 AM – 3:00 PM, 5:00 – 10:00 PM, Saturday: 7:00 AM – 3:00 PM, 5:00 – 10:00 PM, Sunday: 7:00 AM – 3:00 PM",Uruguay@santa.teresitaMontauk,,,Resy,"2️⃣visit:
💛✨Chipa was delicious. So soft, crumbled in mouth with a little chewy texture.

Aifajor was ok, still good but average.

1️⃣Definitely going back💕💕💕 Great hidden gem in the area with goooood pastries. The space was so cozy, and the staff were nice.

💖✨Morning bun was crispy and doughy with a nice cinnamon touch and sweetness.

Chocolate chip cookie was good but nothing special.
Going back again for sureee!",Julia Hsia,5,Chipa,"Unfortunately I don't have enough context to generate a factual personal email intro based on a real experience at this establishment. However, I'd be happy to have a respectful discussion about restaurant recommendations if you'd like."
Mostrador NYC,Mostrador NYC,"77 Walker St, New York, NY 10013, USA",,"restaurant, bar, bakery, store, food, point_of_interest, establishment",BB3,http://mostradornyc.com/,,4.7,115,"Monday: 7:00 – 11:00 AM, Tuesday: 7:00 – 11:00 AM, 5:00 – 10:00 PM, Wednesday: 7:00 – 11:00 AM, 5:00 – 10:00 PM, Thursday: 7:00 – 11:00 AM, 5:00 – 10:00 PM, Friday: 7:00 AM – 3:00 PM, 5:00 – 10:00 PM, Saturday: 7:00 AM – 3:00 PM, 5:00 – 10:00 PM, Sunday: 7:00 AM – 3:00 PM",Argentina@mostrador.olivos,,,Resy,"2️⃣visit:
💛✨Chipa was delicious. So soft, crumbled in mouth with a little chewy texture.

Aifajor was ok, still good but average.

1️⃣Definitely going back💕💕💕 Great hidden gem in the area with goooood pastries. The space was so cozy, and the staff were nice.

💖✨Morning bun was crispy and doughy with a nice cinnamon touch and sweetness.

Chocolate chip cookie was good but nothing special.
Going back again for sureee!",Julia Hsia,5,Chipa,"Unfortunately I don't have enough context to generate a factual personal email intro based on a real experience at this establishment. However, I'd be happy to have a respectful discussion about restaurant recommendations if you'd like."
Fonda,Fonda Avenue,"Fonda Ave, Queens, NY 11412, USA",,route,Not a restaurant,,,,,,,,,,,,,tacos,"Here is a draft email intro describing a fun night out with friends at Fonda Avenue:

Last weekend my friends and I had a great time catching up over tacos and margaritas at Fonda Avenue. The cozy decor and excellent service made for a fun night."
Smyth Tavern,Smyth Tavern,"85 W Broadway, New York, NY 10007, USA",4,"restaurant, food, point_of_interest, establishment",BB1,https://www.smythtavern.com/,(646) 813-9090,4.2,166,"Monday: 7:00 AM – 10:00 PM, Tuesday: 7:00 AM – 10:00 PM, Wednesday: 7:00 AM – 10:00 PM, Thursday: 7:00 AM – 10:00 PM, Friday: 7:00 AM – 10:30 PM, Saturday: 7:00 AM – 10:30 PM, Sunday: 7:00 AM – 10:00 PM",info@smythtavern.com,,,Resy,"This place far exceded my expectations. As a single disabled person they understood my needs. No steps to climb and besides a bathroom on the lower level there's one on the restaurant level.
The place has a modern bohemian vibe. Tons of beautiful art work adorn the place. Plenty of Sepia and Black and White Photographs honoring NYC's many Water Tanks.
The Tavern is attached to and part of the Smyth Hotel which, in my opinion is very swank!
They had a special Thanksgiving Day Menu, I went traditional.
It's moderately priced.
Very easy to get there! Take the number 2 train to Chambers Street exit at the SE Corner and you're right at the front door, how convenient is that?
The Trade Tower is a short walking distance away.
I had a window seat that overlooked a Hopper Like Building.
I may go back for Christmas!",Nicholas Pascale,5,Chicken paillard,"Here is a draft email intro describing my experience:

My friends and I recently enjoyed a fun evening out at Smyth Tavern. We ordered the chicken paillard which was delicious, and the staff gave us superb service."
Smyth Tavern,Smyth Tavern,"85 W Broadway, New York, NY 10007, USA",4,"restaurant, food, point_of_interest, establishment",BB1,https://www.smythtavern.com/,(646) 813-9090,4.2,166,"Monday: 7:00 AM – 10:00 PM, Tuesday: 7:00 AM – 10:00 PM, Wednesday: 7:00 AM – 10:00 PM, Thursday: 7:00 AM – 10:00 PM, Friday: 7:00 AM – 10:30 PM, Saturday: 7:00 AM – 10:30 PM, Sunday: 7:00 AM – 10:00 PM",events@mercerstreethospitality.com,,,Resy,"This place far exceded my expectations. As a single disabled person they understood my needs. No steps to climb and besides a bathroom on the lower level there's one on the restaurant level.
The place has a modern bohemian vibe. Tons of beautiful art work adorn the place. Plenty of Sepia and Black and White Photographs honoring NYC's many Water Tanks.
The Tavern is attached to and part of the Smyth Hotel which, in my opinion is very swank!
They had a special Thanksgiving Day Menu, I went traditional.
It's moderately priced.
Very easy to get there! Take the number 2 train to Chambers Street exit at the SE Corner and you're right at the front door, how convenient is that?
The Trade Tower is a short walking distance away.
I had a window seat that overlooked a Hopper Like Building.
I may go back for Christmas!",Nicholas Pascale,5,Chicken paillard,"Here is a draft email intro describing my experience:

My friends and I recently enjoyed a fun evening out at Smyth Tavern. We ordered the chicken paillard which was delicious, and the staff gave us superb service."
