whole name,name,address,price level,types,service type,website,phone number,rating,review count,opening hours,Category
Kettl Tea  greater NYC area,Kettl Tea,"348 Bowery, New York, NY 10012, USA",,"['point_of_interest', 'establishment']",Unknown,http://kettl.co/,(646) 590-0479,4.5,207.0,"Monday: 9:00 AM – 7:00 PM, Tuesday: 9:00 AM – 7:00 PM, Wednesday: 9:00 AM – 7:00 PM, Thursday: 9:00 AM – 7:00 PM, Friday: 9:00 AM – 7:00 PM, Saturday: 9:00 AM – 7:00 PM, Sunday: 9:00 AM – 7:00 PM",Not a restaurant
Bakeri  greater NYC area,Bakeri,"150 Wythe Ave, Brooklyn, NY 11211, USA",2.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",Unknown,http://bakeribrooklyn.com/,(718) 388-8037,4.6,598.0,"Monday: 7:00 AM – 6:00 PM, Tuesday: 7:00 AM – 6:00 PM, Wednesday: 7:00 AM – 6:00 PM, Thursday: 7:00 AM – 6:00 PM, Friday: 7:00 AM – 6:00 PM, Saturday: 8:00 AM – 6:00 PM, Sunday: 8:00 AM – 6:00 PM",BB2
Testo  greater NYC area,Testo,"141 Leonard St, Brooklyn, NY 11206, USA",2.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",Quick Service,http://www.testobrooklyn.com/,(718) 388-4810,4.6,474.0,"Monday: 5:00 – 10:00 PM, Tuesday: 5:00 – 10:00 PM, Wednesday: 5:00 – 10:00 PM, Thursday: 5:00 – 10:00 PM, Friday: 5:00 – 10:00 PM, Saturday: 12:00 – 10:00 PM, Sunday: 12:00 – 10:00 PM",BB1
Velvet Brooklyn  greater NYC area,Velvet Brooklyn,"174 Broadway, Brooklyn, NY 11211, USA",2.0,"['bar', 'cafe', 'point_of_interest', 'food', 'establishment']",Unknown,https://www.velvetbrooklyn.com/?y_source=1_MjI2MTMzMjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(718) 302-4427,4.4,176.0,"Monday: Closed, Tuesday: 4:00 – 11:00 PM, Wednesday: 4:00 – 11:00 PM, Thursday: 4:00 – 11:00 PM, Friday: 3:00 PM – 2:00 AM, Saturday: 3:00 PM – 2:00 AM, Sunday: 4:00 – 11:00 PM",BB3
Early  greater NYC area,Early,"967 Manhattan Ave, Brooklyn, NY 11222, USA",2.0,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.earlygreenpoint.com/,(718) 383-6963,4.3,182.0,"Monday: 7:00 AM – 3:00 PM, Tuesday: 7:00 AM – 3:00 PM, Wednesday: 7:00 AM – 3:00 PM, Thursday: 7:00 AM – 3:00 PM, Friday: 7:00 AM – 3:00 PM, Saturday: 8:00 AM – 3:00 PM, Sunday: 8:00 AM – 2:00 PM",BB1
Blank Street Coffee  greater NYC area,Blank Street Coffee,"236 Lafayette St, New York, NY 10012, USA",1.0,"['cafe', 'bakery', 'point_of_interest', 'store', 'food', 'establishment']",Unknown,http://blankstreet.com/,,4.0,137.0,"Monday: 6:30 AM – 5:00 PM, Tuesday: 6:30 AM – 5:00 PM, Wednesday: 6:30 AM – 5:00 PM, Thursday: 6:30 AM – 5:00 PM, Friday: 6:30 AM – 5:00 PM, Saturday: 7:00 AM – 5:00 PM, Sunday: 7:00 AM – 5:00 PM",BB2
Reunion  greater NYC area,Reunion,"544 Union Ave, Brooklyn, NY 11211, USA",2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.reunionyc.com/,(718) 599-3670,4.5,1280.0,"Monday: 9:00 AM – 9:30 PM, Tuesday: 9:00 AM – 9:30 PM, Wednesday: 9:00 AM – 9:30 PM, Thursday: 9:00 AM – 9:30 PM, Friday: 9:00 AM – 10:00 PM, Saturday: 9:00 AM – 10:00 PM, Sunday: 9:00 AM – 9:30 PM",BB3
Baci & Abbracci  greater NYC area,Baci & Abbracci,"204 Grand St, Brooklyn, NY 11211, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://www.baciny.com/,(718) 599-6599,4.5,386.0,"Monday: 4:00 – 10:00 PM, Tuesday: 4:00 – 10:00 PM, Wednesday: 4:00 – 10:00 PM, Thursday: 4:00 – 10:00 PM, Friday: 4:00 – 10:00 PM, Saturday: 4:00 – 10:00 PM, Sunday: 4:00 – 10:00 PM",BB1
Sunday Hospitality Group  greater NYC area,Sunday Hospitality,"171 Banker St, Brooklyn, NY 11222, USA",,"['point_of_interest', 'establishment']",Unknown,http://sundayhg.com/,,5.0,1.0,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",Not a restaurant
Vacations BK  greater NYC area,Vacations BK,"48 Cypress Ave, Brooklyn, NY 11237, USA",,"['bar', 'point_of_interest', 'establishment']",Unknown,https://www.vacationsbk.com/,(929) 614-5409,4.7,85.0,"Monday: Closed, Tuesday: 5:00 PM – 2:00 AM, Wednesday: 5:00 PM – 2:00 AM, Thursday: 5:00 PM – 2:00 AM, Friday: 5:00 PM – 4:00 AM, Saturday: 2:00 PM – 4:00 AM, Sunday: 2:00 PM – 12:00 AM",BB3
Tea Bar  greater NYC area,Tea Art,"147 Sullivan St, New York, NY 10012, USA",2.0,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",Unknown,https://www.teaartny.com/,(347) 653-3543,4.9,188.0,"Monday: 10:00 AM – 8:00 PM, Tuesday: 10:00 AM – 8:00 PM, Wednesday: 10:00 AM – 8:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: 10:00 AM – 8:00 PM",BB2
Cozy Royale  greater NYC area,Cozy Royale,"434 Humboldt St, Brooklyn, NY 11211, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://cozyroyale.com/,(718) 734-2792,4.7,303.0,"Monday: 5:00 PM – 12:00 AM, Tuesday: 5:00 PM – 12:00 AM, Wednesday: 5:00 PM – 12:00 AM, Thursday: 5:00 PM – 12:00 AM, Friday: 5:00 PM – 12:00 AM, Saturday: 11:30 AM – 12:00 AM, Sunday: 11:30 AM – 12:00 AM",BB1
Ovenly Greenpoint  greater NYC area,Ovenly Greenpoint,"31 Greenpoint Ave, Brooklyn, NY 11222, USA",2.0,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",Likely Full Service,http://www.oven.ly/,(888) 899-2213,4.4,208.0,"Monday: 7:30 AM – 6:00 PM, Tuesday: 7:30 AM – 6:00 PM, Wednesday: 7:30 AM – 6:00 PM, Thursday: 7:30 AM – 6:00 PM, Friday: 7:30 AM – 7:00 PM, Saturday: 8:00 AM – 7:00 PM, Sunday: 8:00 AM – 7:00 PM",BB1
Golf X  greater NYC area,X-Golf Brooklyn,"105 N 13th St, Brooklyn, NY 11249, USA",,"['bar', 'point_of_interest', 'establishment']",Unknown,https://playxgolf.com/locations/brooklyn/,(718) 971-1165,4.9,33.0,"Monday: 10:00 AM – 12:00 AM, Tuesday: 10:00 AM – 12:00 AM, Wednesday: 10:00 AM – 12:00 AM, Thursday: 10:00 AM – 12:00 AM, Friday: 10:00 AM – 2:00 AM, Saturday: 10:00 AM – 2:00 AM, Sunday: 10:00 AM – 12:00 AM",BB3
Porto Rico Importing Co.  greater NYC area,Porto Rico Importing Co.,"201 Bleecker St, New York, NY 10012, USA",2.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",Unknown,http://www.portorico.com/,(800) 453-5908,4.7,777.0,"Monday: 8:00 AM – 7:00 PM, Tuesday: 8:00 AM – 7:00 PM, Wednesday: 8:00 AM – 7:00 PM, Thursday: 8:00 AM – 7:00 PM, Friday: 8:00 AM – 7:00 PM, Saturday: 9:00 AM – 7:00 PM, Sunday: 10:00 AM – 6:00 PM",BB2
Danny's Pizzeria  greater NYC area,Danny's Pizzeria,"241 Bushwick Ave, Brooklyn, NY 11206, USA",1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.dannyspizzeria.com/,(718) 381-1669,4.3,676.0,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 11:30 PM, Saturday: 10:00 AM – 11:30 PM, Sunday: 11:00 AM – 10:00 PM",BB1
Vinnie’s Pizzeria  greater NYC area,Vinnie's Pizzeria,"148 Bedford Ave, Brooklyn, NY 11249, USA",1.0,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://vinniesbrooklyn.com/,(718) 782-7078,4.5,1550.0,"Monday: 11:30 AM – 11:00 PM, Tuesday: 11:30 AM – 11:00 PM, Wednesday: 11:30 AM – 11:00 PM, Thursday: 11:30 AM – 12:00 AM, Friday: 11:30 AM – 2:00 AM, Saturday: 11:30 AM – 2:00 AM, Sunday: 11:30 AM – 11:00 PM",BB1
109 Montrose  greater NYC area,109 Montrose,"109 Montrose Ave, Brooklyn, NY 11206, USA",,"['cafe', 'food', 'point_of_interest', 'establishment']",Unknown,http://lqqkstudio.com/,,5.0,5.0,"Monday: Closed, Tuesday: Closed, Wednesday: Closed, Thursday: 8:00 AM – 2:00 PM, Friday: 8:00 AM – 4:00 PM, Saturday: 8:00 AM – 4:00 PM, Sunday: 8:00 AM – 4:00 PM",BB2
LEO Group  greater NYC area,Leo's Contracting Group,"301 E 57th St, New York, NY 10021, USA",,"['point_of_interest', 'establishment']",Unknown,https://leoscontractinggroup.com/contact/contact-form/,(212) 203-3156,,,,Not a restaurant
mekelbergs.com  greater NYC area,Mekelburg's,"319 Kent Ave, Brooklyn, NY 11249, USA",2.0,"['restaurant', 'bar', 'cafe', 'point_of_interest', 'grocery_or_supermarket', 'store', 'food', 'establishment']",Likely Full Service,https://www.mekelburgs.com/,(201) 377-0034,4.6,945.0,"Monday: 8:00 AM – 12:00 AM, Tuesday: 8:00 AM – 12:00 AM, Wednesday: 8:00 AM – 12:00 AM, Thursday: 8:00 AM – 1:00 AM, Friday: 8:00 AM – 1:00 AM, Saturday: 8:00 AM – 1:00 AM, Sunday: 8:00 AM – 12:00 AM",BB3
Harefield Road  greater NYC area,Harefield Road,"769 Metropolitan Ave, Brooklyn, NY 11211, USA",2.0,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://harefieldroad.com/,(347) 675-5239,4.5,319.0,"Monday: 4:00 PM – 2:00 AM, Tuesday: 4:00 PM – 2:00 AM, Wednesday: 12:00 PM – 2:00 AM, Thursday: 12:00 PM – 2:00 AM, Friday: 11:00 AM – 4:00 AM, Saturday: 11:00 AM – 4:00 AM, Sunday: 11:00 AM – 2:00 AM",BB3
Pine Box Rock Shop  greater NYC area,Pine Box Rock Shop,"12 Grattan St, Brooklyn, NY 11206, USA",1.0,"['bar', 'point_of_interest', 'establishment']",Unknown,http://www.pineboxrockshop.com/,(718) 366-6311,4.5,411.0,"Monday: 4:00 PM – 2:00 AM, Tuesday: 4:00 PM – 2:00 AM, Wednesday: 4:00 PM – 2:00 AM, Thursday: 4:00 PM – 2:00 AM, Friday: 4:00 PM – 4:00 AM, Saturday: 2:00 PM – 4:00 AM, Sunday: 12:00 PM – 2:00 AM",BB3
Pies-n-Thighs  greater NYC area,Pies 'n' Thighs,"166 S 4th St, Brooklyn, NY 11211, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://piesnthighs.com/,(347) 529-6090,4.3,3488.0,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 10:00 AM – 11:00 PM, Saturday: 10:00 AM – 11:00 PM, Sunday: 10:00 AM – 10:00 PM",BB1
"Emmy Squared Pizza: Williamsburg, Brooklyn  greater NYC area","Emmy Squared Pizza: Williamsburg, Brooklyn","364 Grand St, Brooklyn, NY 11211, USA",2.0,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",Quick Service,https://www.emmysquaredpizza.com/location/brooklyn-new-york/,(718) 360-4535,4.3,1378.0,"Monday: 4:00 – 10:00 PM, Tuesday: 4:00 – 10:00 PM, Wednesday: 1:00 – 10:00 PM, Thursday: 1:00 – 10:00 PM, Friday: 12:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 10:00 PM",BB1
Ammazzacaffè  greater NYC area,Ammazzacaffè,"702 Grand St, Brooklyn, NY 11211, USA",2.0,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://www.ammazzacaffe.nyc/,(929) 250-2875,4.4,522.0,"Monday: 5:00 – 10:00 PM, Tuesday: 5:00 – 10:00 PM, Wednesday: 5:00 – 10:00 PM, Thursday: 12:00 – 10:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 10:30 PM",BB3
FINE & RAW Chocolate  greater NYC area,FINE & RAW Chocolate,"70 Scott Ave, Brooklyn, NY 11237, USA",2.0,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",Unknown,http://www.fineandraw.com/,(718) 366-3633,4.3,215.0,"Monday: 10:00 AM – 6:00 PM, Tuesday: 10:00 AM – 6:00 PM, Wednesday: 10:00 AM – 6:00 PM, Thursday: 10:00 AM – 6:00 PM, Friday: 10:00 AM – 6:00 PM, Saturday: Closed, Sunday: Closed",BB2
My Sweet  greater NYC area,My Sweet Lulu,"88 Prince St, New York, NY 10012, USA",,"['store', 'point_of_interest', 'establishment']",Unknown,,(212) 555-9294,,,,Not a restaurant
City of Saints Coffee Roasters  greater NYC area,City of Saints Coffee Roasters,"297 Meserole St, Brooklyn, NY 11206, USA",1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",Unknown,http://cityofsaintscoffee.com/,,4.5,159.0,,BB2
HANA MAKGEOLLI  greater NYC area,Hana Makgeolli Brewery & Tasting Room,"201 Dupont St, Brooklyn, NY 11222, USA",,"['bar', 'point_of_interest', 'food', 'establishment']",Unknown,http://hanamakgeolli.com/,,4.5,173.0,"Monday: Closed, Tuesday: Closed, Wednesday: Closed, Thursday: Closed, Friday: 5:00 – 10:00 PM, Saturday: 12:00 – 10:00 PM, Sunday: 12:00 – 9:00 PM",BB3
Dépanneur  greater NYC area,Dépanneur,"242 Wythe Ave, Brooklyn, NY 11249, USA",2.0,"['cafe', 'liquor_store', 'restaurant', 'point_of_interest', 'grocery_or_supermarket', 'store', 'food', 'establishment']",Likely Full Service,http://depanneur.com/,(718) 989-1022,4.2,355.0,"Monday: 7:30 AM – 7:00 PM, Tuesday: 7:30 AM – 7:00 PM, Wednesday: 7:30 AM – 7:00 PM, Thursday: 7:30 AM – 7:00 PM, Friday: 7:30 AM – 7:00 PM, Saturday: 8:00 AM – 7:00 PM, Sunday: 8:00 AM – 7:00 PM",BB1
Panini La Cafe  greater NYC area,Panini La Cafe,"45 Lee Ave, Brooklyn, NY 11211, USA",1.0,"['meal_delivery', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",Quick Service,https://www.panini45lee.com/,(718) 576-3055,4.6,542.0,"Monday: 7:00 AM – 7:00 PM, Tuesday: 7:00 AM – 7:00 PM, Wednesday: 7:00 AM – 8:00 PM, Thursday: 7:00 AM – 7:00 PM, Friday: 7:00 AM – 1:00 PM, Saturday: 8:00 PM – 1:00 AM, Sunday: 8:00 AM – 7:00 PM",BB1
Noodle Lane  greater NYC area,Noodle Lane,"230 7th Ave, Brooklyn, NY 11215, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://www.noodlelane.com/,(347) 599-2009,4.6,169.0,"Monday: Closed, Tuesday: 12:00 – 9:00 PM, Wednesday: 12:00 – 9:00 PM, Thursday: 12:00 – 9:00 PM, Friday: 12:00 – 9:30 PM, Saturday: 11:00 AM – 9:30 PM, Sunday: 11:00 AM – 9:00 PM",BB1
Lo-Res Bar  greater NYC area,Lo-Res Bar,"136 Metropolitan Ave, Brooklyn, NY 11249, USA",,"['bar', 'point_of_interest', 'establishment']",Unknown,https://nitehawkcinema.com/williamsburg/lo-res-bar/,(718) 782-8370,4.7,38.0,"Monday: 5:00 PM – 12:00 AM, Tuesday: 5:00 PM – 12:00 AM, Wednesday: 5:00 PM – 12:00 AM, Thursday: 5:00 PM – 12:00 AM, Friday: 3:30 PM – 2:00 AM, Saturday: 11:00 AM – 2:00 AM, Sunday: 11:00 AM – 2:00 AM",BB3
Good Bar  greater NYC area,Good Bar,"1 Bedford Ave, Brooklyn, NY 11222, USA",,"['bar', 'point_of_interest', 'establishment']",Unknown,https://www.goodbarbk.com/,(718) 383-5349,4.3,141.0,"Monday: 5:00 PM – 12:00 AM, Tuesday: 5:00 PM – 12:00 AM, Wednesday: 5:00 PM – 12:00 AM, Thursday: 5:00 PM – 12:00 AM, Friday: 5:00 PM – 2:00 AM, Saturday: 3:00 PM – 2:00 AM, Sunday: 3:00 PM – 12:00 AM",BB3
LoHi  greater NYC area,LoHi,"314 Scholes St, Brooklyn, NY 11206, USA",2.0,"['bar', 'point_of_interest', 'establishment']",Unknown,https://www.lohibk.com/,(347) 566-3662,4.6,146.0,,BB3
OTB  greater NYC area,OTB,"141 Broadway, Brooklyn, NY 11211, USA",2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.otbbk.com/,(347) 763-1481,4.6,298.0,"Monday: 4:00 PM – 12:00 AM, Tuesday: 4:00 PM – 12:00 AM, Wednesday: 4:00 PM – 12:00 AM, Thursday: 4:00 PM – 12:00 AM, Friday: 4:00 PM – 1:00 AM, Saturday: 12:00 PM – 1:00 AM, Sunday: 12:00 PM – 12:00 AM",BB3
Pink Metal  greater NYC area,Pink Metal,"253 Bushwick Ave, Brooklyn, NY 11206, USA",,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.pinkmetalbk.com/,(347) 799-1236,4.6,164.0,"Monday: 6:00 PM – 2:00 AM, Tuesday: 6:00 PM – 2:00 AM, Wednesday: 6:00 PM – 2:00 AM, Thursday: 6:00 PM – 2:00 AM, Friday: 5:00 PM – 2:00 AM, Saturday: 5:00 PM – 2:00 AM, Sunday: 5:00 PM – 2:00 AM",BB3
Noods n' Chill Thai  greater NYC area,Noods n’ Chill,"170 S 3rd St, Brooklyn, NY 11211, USA",1.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://www.noodsnchill.com/,(718) 388-7695,4.2,305.0,"Monday: 12:00 – 10:00 PM, Tuesday: 12:00 – 10:00 PM, Wednesday: 12:00 – 10:00 PM, Thursday: 12:00 – 10:00 PM, Friday: 12:00 – 10:00 PM, Saturday: 12:00 – 10:00 PM, Sunday: 12:00 – 10:00 PM",BB1
Agra Taj Mahal  greater NYC area,Agra Taj Mahal,"1005 Manhattan Ave, Brooklyn, NY 11222, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.agratajmahalbrooklyn.com/?utm_source=gmb&utm_medium=website,(718) 389-2200,4.1,493.0,"Monday: 11:30 AM – 3:30 AM, Tuesday: 11:30 AM – 3:30 AM, Wednesday: 11:30 AM – 3:30 AM, Thursday: 11:30 AM – 3:30 AM, Friday: 11:30 AM – 3:30 AM, Saturday: 11:30 AM – 3:30 AM, Sunday: 11:30 AM – 3:30 AM",BB1
Aldama  greater NYC area,Aldama,"91 S 6th St, Brooklyn, NY 11249, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://aldamarestaurantbk.com/,(929) 298-0233,4.3,277.0,"Monday: 5:00 – 10:30 PM, Tuesday: 5:00 – 10:30 PM, Wednesday: 5:00 – 10:30 PM, Thursday: 5:00 – 10:30 PM, Friday: 5:00 PM – 12:00 AM, Saturday: 2:00 PM – 12:00 AM, Sunday: 2:00 – 9:30 PM",BB1
St. Mazie  greater NYC area,St. Mazie Bar & Supper Club,"345 Grand St, Brooklyn, NY 11211, USA",2.0,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://stmazie.com/,(718) 384-4808,4.5,1028.0,"Monday: 6:00 PM – 1:00 AM, Tuesday: 6:00 PM – 1:00 AM, Wednesday: 6:00 PM – 2:00 AM, Thursday: 6:00 PM – 2:00 AM, Friday: 6:00 PM – 2:00 AM, Saturday: 5:00 PM – 2:00 AM, Sunday: 6:00 PM – 2:00 AM",BB3
Amituofo Vegan Cuisine  greater NYC area,Amituofo,"19 Bogart St, Brooklyn, NY 11206, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.amituofovegan.com/?fbclid=PAAaY6DCQLuuecYbvu9i0yHaGFHogvwySNwUViJsIAdyN6B82NHnYkU-OOl34,(718) 366-2288,4.5,312.0,"Monday: 11:30 AM – 10:30 PM, Tuesday: 11:30 AM – 10:30 PM, Wednesday: 11:30 AM – 10:30 PM, Thursday: 11:30 AM – 10:30 PM, Friday: 11:30 AM – 10:30 PM, Saturday: 11:30 AM – 10:30 PM, Sunday: 11:30 AM – 10:30 PM",BB1
BangBang Bangkok  greater NYC area,Bang Bang Bangkok,"131 Grand St, Brooklyn, NY 11249, USA",,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://www.bangbangbangkoknyc.com/,(347) 422-0410,4.4,37.0,"Monday: Closed, Tuesday: 4:30 – 10:30 PM, Wednesday: 4:30 – 10:30 PM, Thursday: 4:30 – 10:30 PM, Friday: 4:00 – 11:00 PM, Saturday: 4:00 – 11:00 PM, Sunday: 4:30 – 10:30 PM",BB1
Fanfriedricebar  greater NYC area,Fan Fried Rice Bar,"740 Driggs Ave, Brooklyn, NY 11211, USA",2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.fanfriedricebar.com/,(929) 290-2197,4.5,135.0,"Monday: Closed, Tuesday: 5:00 – 10:00 PM, Wednesday: 5:00 – 10:00 PM, Thursday: 5:00 – 10:00 PM, Friday: 5:00 – 11:00 PM, Saturday: 4:00 – 11:00 PM, Sunday: 4:00 – 10:00 PM",BB3
Chocolicious nyc  greater NYC area,Chocolicious nyc,"175 Division Ave, Brooklyn, NY 11211, USA",,"['grocery_or_supermarket', 'food', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",Unknown,http://www.chocoliciousnyc.com/,(718) 387-3214,4.8,171.0,,BB2
Bushwick Grind Cafe  greater NYC area,Bushwick Grind Cafe,"63 Whipple St Unit 1L, Brooklyn, NY 11206, USA",1.0,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",Likely Full Service,https://www.bushwickgrind.com/,(929) 337-6007,4.6,312.0,,BB1
Maracuja  greater NYC area,Maracuja,"279 Grand St, Brooklyn, NY 11211, USA",1.0,"['bar', 'point_of_interest', 'establishment']",Unknown,http://maracujabk.com/,(718) 302-9023,4.2,175.0,"Monday: 5:00 PM – 2:00 AM, Tuesday: 5:00 PM – 2:00 AM, Wednesday: 5:00 PM – 2:00 AM, Thursday: 5:00 PM – 2:00 AM, Friday: 5:00 PM – 4:00 AM, Saturday: 5:00 PM – 4:00 AM, Sunday: 5:00 PM – 2:00 AM",BB3
Hi Hello Crepes  greater NYC area,Hi Hello Crepes,"192 Graham Ave, Brooklyn, NY 11206, USA",2.0,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",Likely Full Service,https://www.hihellocrepes.com/,(917) 909-0120,4.7,183.0,"Monday: 12:00 – 11:00 PM, Tuesday: Closed, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 10:00 AM – 11:00 PM, Sunday: 10:00 AM – 11:00 PM",BB3
Taste of Heaven  greater NYC area,Taste Of Heaven,"251 Jackson St, Brooklyn, NY 11211, USA",1.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://www.tasteofheavenbk.com/,(718) 576-3146,4.7,689.0,"Monday: Closed, Tuesday: 12:00 – 7:00 PM, Wednesday: 12:00 – 7:00 PM, Thursday: 12:00 – 7:00 PM, Friday: 12:00 – 7:00 PM, Saturday: 1:00 – 7:00 PM, Sunday: Closed",BB1
Williamsburg Music Center  greater NYC area,Williamsburg Music Center,"367 Bedford Ave, Brooklyn, NY 11211, USA",,"['night_club', 'bar', 'point_of_interest', 'establishment']",Unknown,https://wmcjazz.com/,(718) 384-1654,4.6,177.0,"Monday: Closed, Tuesday: Closed, Wednesday: Closed, Thursday: Closed, Friday: 9:00 PM – 1:00 AM, Saturday: 9:00 PM – 1:00 AM, Sunday: Closed",BB3
Greenpoint Fish & Lobster Co Group  greater NYC area,Greenpoint Fish & Lobster Co.,"114 Nassau Ave, Brooklyn, NY 11222, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://greenpointfish.com/,(718) 313-1913,4.5,824.0,"Monday: 12:00 – 10:00 PM, Tuesday: 12:00 – 10:00 PM, Wednesday: 12:00 – 10:00 PM, Thursday: 12:00 – 10:00 PM, Friday: 12:00 – 10:00 PM, Saturday: 12:00 – 10:00 PM, Sunday: 12:00 – 10:00 PM",BB1
Naked Dog  greater NYC area,Naked Dog,"47 Java St, Brooklyn, NY 11222, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.nakeddogbrooklyn.com/,(929) 337-8096,4.6,621.0,"Monday: Closed, Tuesday: 5:00 – 10:00 PM, Wednesday: 5:00 – 10:00 PM, Thursday: 5:00 – 10:00 PM, Friday: 5:00 – 10:30 PM, Saturday: 5:00 – 10:30 PM, Sunday: 5:00 – 10:00 PM",BB1
The Rosemont  greater NYC area,The Rosemont,"63 Montrose Ave, Brooklyn, NY 11206, USA",,"['night_club', 'bar', 'point_of_interest', 'establishment']",Unknown,https://therosemontnyc.com/,(347) 987-3101,4.2,162.0,"Monday: 5:00 PM – 4:00 AM, Tuesday: 5:00 PM – 4:00 AM, Wednesday: 5:00 PM – 4:00 AM, Thursday: 5:00 PM – 4:00 AM, Friday: 5:00 PM – 4:00 AM, Saturday: 3:00 PM – 4:00 AM, Sunday: 3:00 PM – 4:00 AM",BB3
Levantine  greater NYC area,Levant,Levant,,"['colloquial_area', 'political']",Unknown,,,,,,Not a restaurant
Lobster Joint  greater NYC area,Burger & Lobster Bryant Park,"132 West 43rd St, New York, NY 10036, USA",2.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.burgerandlobster.com/locations/new-york/bryant-park/?utm_source=google&utm_medium=local&utm_campaign=gmblisting,(917) 565-9044,4.5,3441.0,"Monday: 11:30 AM – 10:00 PM, Tuesday: 11:30 AM – 10:00 PM, Wednesday: 11:30 AM – 10:00 PM, Thursday: 11:30 AM – 10:00 PM, Friday: 11:30 AM – 11:00 PM, Saturday: 11:30 AM – 11:00 PM, Sunday: 11:30 AM – 10:00 PM",BB3
The Springs  greater NYC area,The Springs,"224 Franklin St, Brooklyn, NY 11222, USA",,"['bar', 'point_of_interest', 'establishment']",Unknown,,(347) 227-7114,3.8,349.0,,BB3
AGR Hospitality  greater NYC area,"AGR Hospitality, Inc.","12 Soundview Ln, Port Washington, NY 11050, USA",,"['point_of_interest', 'establishment']",Unknown,http://agrhospitality.com/,(516) 353-4321,5.0,2.0,,Not a restaurant
